name,pose,truncated,difficult,xmin,ymin,xmax,ymax,Image
scratches,Unspecified,1,0,129,1,144,150,scratches_148
scratches,Unspecified,1,0,149,1,182,199,scratches_148
pitted_surface,Unspecified,0,0,8,8,93,183,pitted_surface_280
pitted_surface,Unspecified,0,0,75,17,138,155,pitted_surface_280
pitted_surface,Unspecified,1,0,136,30,200,198,pitted_surface_280
pitted_surface,Unspecified,0,0,1,1,199,198,pitted_surface_16
inclusion,Unspecified,0,0,27,54,54,183,inclusion_181
inclusion,Unspecified,1,0,56,1,83,198,inclusion_181
inclusion,Unspecified,0,0,118,11,145,199,inclusion_181
patches,Unspecified,0,0,65,29,143,199,patches_286
patches,Unspecified,1,0,168,91,200,157,patches_286
patches,Unspecified,1,0,68,1,139,34,patches_286
patches,Unspecified,1,0,1,54,15,89,patches_286
rolled-in_scale,Unspecified,1,0,114,1,186,34,rolled-in_scale_83
rolled-in_scale,Unspecified,0,0,49,40,142,89,rolled-in_scale_83
rolled-in_scale,Unspecified,0,0,118,79,196,196,rolled-in_scale_83
pitted_surface,Unspecified,0,0,82,2,197,199,pitted_surface_106
scratches,Unspecified,1,0,169,1,184,198,scratches_77
scratches,Unspecified,0,0,104,40,115,198,scratches_77
scratches,Unspecified,1,0,100,1,119,196,scratches_192
scratches,Unspecified,1,0,23,1,37,128,scratches_83
scratches,Unspecified,1,0,74,1,84,141,scratches_83
scratches,Unspecified,1,0,1,127,196,150,scratches_291
inclusion,Unspecified,1,0,35,1,72,91,inclusion_90
rolled-in_scale,Unspecified,1,0,159,7,200,83,rolled-in_scale_52
rolled-in_scale,Unspecified,0,0,24,84,124,140,rolled-in_scale_52
rolled-in_scale,Unspecified,0,0,140,80,199,197,rolled-in_scale_52
inclusion,Unspecified,0,0,87,133,109,191,inclusion_130
inclusion,Unspecified,0,0,138,95,155,126,inclusion_130
inclusion,Unspecified,0,0,161,114,178,175,inclusion_130
inclusion,Unspecified,0,0,168,39,187,100,inclusion_130
inclusion,Unspecified,0,0,175,99,197,148,inclusion_130
inclusion,Unspecified,0,0,15,7,42,70,inclusion_130
inclusion,Unspecified,0,0,89,4,115,68,inclusion_130
inclusion,Unspecified,0,0,112,132,128,175,inclusion_130
inclusion,Unspecified,0,0,184,157,198,192,inclusion_130
crazing,Unspecified,0,0,78,83,184,170,crazing_284
crazing,Unspecified,0,0,17,16,129,102,crazing_284
rolled-in_scale,Unspecified,0,0,54,9,108,66,rolled-in_scale_63
rolled-in_scale,Unspecified,0,0,100,69,158,148,rolled-in_scale_63
inclusion,Unspecified,1,0,128,1,179,198,inclusion_103
pitted_surface,Unspecified,0,0,34,48,199,198,pitted_surface_227
scratches,Unspecified,0,0,5,30,27,198,scratches_68
scratches,Unspecified,0,0,32,44,51,162,scratches_68
scratches,Unspecified,0,0,108,62,123,195,scratches_68
scratches,Unspecified,1,0,100,1,131,199,scratches_188
scratches,Unspecified,0,0,73,7,98,60,scratches_188
inclusion,Unspecified,0,0,76,73,114,158,inclusion_71
inclusion,Unspecified,0,0,110,66,136,112,inclusion_71
pitted_surface,Unspecified,0,0,33,3,197,195,pitted_surface_258
patches,Unspecified,1,1,1,2,35,90,pitted_surface_258
scratches,Unspecified,1,0,158,1,199,147,scratches_8
scratches,Unspecified,0,0,169,107,189,170,scratches_8
pitted_surface,Unspecified,0,0,35,3,138,198,pitted_surface_113
pitted_surface,Unspecified,0,0,168,1,198,185,pitted_surface_113
patches,Unspecified,0,0,40,18,74,57,patches_8
patches,Unspecified,0,0,86,42,166,128,patches_8
patches,Unspecified,0,0,41,133,70,199,patches_8
pitted_surface,Unspecified,0,0,9,25,63,191,pitted_surface_112
pitted_surface,Unspecified,0,0,70,104,131,181,pitted_surface_112
pitted_surface,Unspecified,0,0,55,39,189,96,pitted_surface_112
pitted_surface,Unspecified,0,0,159,86,197,197,pitted_surface_112
crazing,Unspecified,0,0,27,3,196,45,crazing_6
crazing,Unspecified,0,0,11,89,119,199,crazing_6
rolled-in_scale,Unspecified,1,0,13,1,78,64,rolled-in_scale_180
rolled-in_scale,Unspecified,0,0,144,68,193,155,rolled-in_scale_180
crazing,Unspecified,0,0,12,104,95,186,crazing_143
crazing,Unspecified,0,0,9,31,137,100,crazing_143
inclusion,Unspecified,1,0,22,1,58,172,inclusion_53
crazing,Unspecified,0,0,3,106,166,197,crazing_31
crazing,Unspecified,1,0,30,3,200,104,crazing_31
inclusion,Unspecified,0,0,122,34,138,85,inclusion_242
inclusion,Unspecified,0,0,97,91,137,158,inclusion_242
pitted_surface,Unspecified,1,0,1,16,180,200,pitted_surface_290
pitted_surface,Unspecified,1,0,133,1,198,126,pitted_surface_290
pitted_surface,Unspecified,1,0,11,1,129,44,pitted_surface_290
pitted_surface,Unspecified,0,0,30,5,159,192,pitted_surface_199
pitted_surface,Unspecified,0,0,73,2,185,181,pitted_surface_128
patches,Unspecified,1,0,1,151,39,200,patches_220
patches,Unspecified,0,0,3,16,103,145,patches_220
patches,Unspecified,0,0,92,9,197,82,patches_220
patches,Unspecified,0,0,91,77,170,198,patches_220
patches,Unspecified,0,0,49,110,114,157,patches_37
patches,Unspecified,1,0,63,167,96,200,patches_37
rolled-in_scale,Unspecified,0,0,74,56,138,199,rolled-in_scale_61
rolled-in_scale,Unspecified,0,0,3,26,55,194,rolled-in_scale_185
rolled-in_scale,Unspecified,0,0,73,28,199,160,rolled-in_scale_185
patches,Unspecified,0,0,102,45,180,163,patches_164
patches,Unspecified,0,0,4,101,50,150,patches_276
patches,Unspecified,1,0,34,1,84,71,patches_276
patches,Unspecified,1,0,138,1,194,105,patches_276
patches,Unspecified,0,0,141,68,176,131,patches_276
patches,Unspecified,1,0,28,1,73,63,patches_154
patches,Unspecified,0,0,41,78,74,140,patches_154
patches,Unspecified,0,0,133,85,156,118,patches_154
scratches,Unspecified,0,0,4,154,199,176,scratches_282
rolled-in_scale,Unspecified,1,0,47,1,157,88,rolled-in_scale_228
rolled-in_scale,Unspecified,0,0,60,102,176,199,rolled-in_scale_228
patches,Unspecified,0,0,56,16,144,198,patches_123
patches,Unspecified,0,0,152,146,190,198,patches_123
rolled-in_scale,Unspecified,1,0,8,59,143,200,rolled-in_scale_258
inclusion,Unspecified,0,0,34,65,73,197,inclusion_80
inclusion,Unspecified,0,0,131,11,160,132,inclusion_80
inclusion,Unspecified,0,0,157,68,198,197,inclusion_80
patches,Unspecified,1,0,41,1,83,73,patches_120
patches,Unspecified,1,0,105,1,183,86,patches_120
patches,Unspecified,1,0,34,91,83,200,patches_120
patches,Unspecified,1,0,85,70,147,200,patches_120
patches,Unspecified,1,0,1,154,22,198,patches_120
inclusion,Unspecified,0,1,74,94,133,187,inclusion_240
crazing,Unspecified,1,0,122,41,200,199,crazing_82
crazing,Unspecified,0,0,4,83,107,198,crazing_82
inclusion,Unspecified,0,0,79,42,126,198,inclusion_224
inclusion,Unspecified,0,0,70,26,87,67,inclusion_224
scratches,Unspecified,1,0,1,149,194,169,scratches_46
inclusion,Unspecified,0,0,71,25,115,198,inclusion_197
crazing,Unspecified,0,0,40,102,189,166,crazing_255
crazing,Unspecified,1,0,4,2,200,57,crazing_255
crazing,Unspecified,0,0,19,36,189,95,crazing_255
patches,Unspecified,0,0,32,12,123,198,patches_7
inclusion,Unspecified,1,0,53,1,99,199,inclusion_134
inclusion,Unspecified,1,0,55,1,84,103,inclusion_134
inclusion,Unspecified,0,0,32,77,65,181,inclusion_44
inclusion,Unspecified,0,0,49,32,70,73,inclusion_44
inclusion,Unspecified,0,0,116,6,162,199,inclusion_44
inclusion,Unspecified,0,0,144,128,164,187,inclusion_83
inclusion,Unspecified,1,0,160,1,190,167,inclusion_83
inclusion,Unspecified,0,0,120,52,133,88,inclusion_83
crazing,Unspecified,1,0,1,113,199,176,crazing_5
crazing,Unspecified,0,0,15,4,199,102,crazing_5
scratches,Unspecified,0,0,7,35,108,52,scratches_242
scratches,Unspecified,0,0,82,156,199,171,scratches_242
inclusion,Unspecified,0,0,2,169,27,195,scratches_242
rolled-in_scale,Unspecified,0,0,75,52,127,119,rolled-in_scale_143
rolled-in_scale,Unspecified,0,0,111,139,155,189,rolled-in_scale_143
crazing,Unspecified,1,0,1,19,111,96,crazing_297
crazing,Unspecified,1,0,116,1,192,77,crazing_297
crazing,Unspecified,0,0,8,110,193,169,crazing_297
patches,Unspecified,1,0,1,73,76,134,patches_218
patches,Unspecified,1,0,1,133,83,196,patches_218
patches,Unspecified,0,0,98,2,193,196,patches_218
patches,Unspecified,1,0,1,1,42,48,patches_218
rolled-in_scale,Unspecified,0,0,63,42,136,152,rolled-in_scale_115
rolled-in_scale,Unspecified,1,0,161,1,197,51,rolled-in_scale_115
rolled-in_scale,Unspecified,0,0,71,136,126,199,rolled-in_scale_115
rolled-in_scale,Unspecified,0,0,77,2,134,63,rolled-in_scale_115
pitted_surface,Unspecified,0,0,95,1,200,199,pitted_surface_143
scratches,Unspecified,1,0,101,1,129,199,scratches_176
scratches,Unspecified,0,0,151,28,163,199,scratches_176
scratches,Unspecified,0,0,109,3,128,130,scratches_206
scratches,Unspecified,0,0,137,50,154,198,scratches_206
inclusion,Unspecified,1,0,76,1,113,78,inclusion_189
inclusion,Unspecified,0,0,76,84,94,138,inclusion_189
inclusion,Unspecified,0,0,115,45,129,86,inclusion_189
pitted_surface,Unspecified,1,0,87,3,200,197,pitted_surface_201
scratches,Unspecified,1,0,12,1,39,199,scratches_39
inclusion,Unspecified,0,0,20,64,45,184,inclusion_205
inclusion,Unspecified,0,0,127,11,170,198,inclusion_205
pitted_surface,Unspecified,0,0,50,5,184,171,pitted_surface_231
pitted_surface,Unspecified,1,0,1,1,50,200,pitted_surface_231
rolled-in_scale,Unspecified,0,0,10,25,79,108,rolled-in_scale_247
rolled-in_scale,Unspecified,0,0,42,99,89,183,rolled-in_scale_247
rolled-in_scale,Unspecified,1,1,25,1,58,17,rolled-in_scale_247
pitted_surface,Unspecified,1,0,1,1,197,197,pitted_surface_6
rolled-in_scale,Unspecified,0,0,33,60,115,195,rolled-in_scale_279
rolled-in_scale,Unspecified,0,1,30,5,135,59,rolled-in_scale_279
rolled-in_scale,Unspecified,0,0,120,38,189,150,rolled-in_scale_279
crazing,Unspecified,1,0,1,18,130,99,crazing_103
crazing,Unspecified,0,0,126,29,198,130,crazing_103
crazing,Unspecified,1,0,1,107,86,191,crazing_103
scratches,Unspecified,1,0,75,1,89,195,scratches_81
scratches,Unspecified,1,0,142,1,156,170,scratches_81
scratches,Unspecified,1,0,131,1,168,198,scratches_56
scratches,Unspecified,1,0,1,1,39,199,scratches_112
inclusion,Unspecified,1,0,58,1,81,88,inclusion_10
inclusion,Unspecified,0,0,65,100,78,131,inclusion_10
inclusion,Unspecified,0,0,149,129,163,158,inclusion_10
crazing,Unspecified,0,0,12,45,111,198,crazing_41
crazing,Unspecified,1,0,10,1,197,52,crazing_41
scratches,Unspecified,0,0,80,32,107,199,scratches_49
patches,Unspecified,0,0,56,1,115,191,patches_20
crazing,Unspecified,0,0,2,64,101,127,crazing_184
crazing,Unspecified,0,0,58,133,133,191,crazing_184
crazing,Unspecified,0,0,110,79,199,123,crazing_184
rolled-in_scale,Unspecified,0,0,21,77,68,117,rolled-in_scale_99
rolled-in_scale,Unspecified,0,0,125,33,195,196,rolled-in_scale_99
scratches,Unspecified,1,0,89,1,125,197,scratches_137
inclusion,Unspecified,0,0,38,124,52,164,scratches_137
patches,Unspecified,0,0,34,96,137,186,patches_184
patches,Unspecified,1,0,89,1,126,51,patches_184
patches,Unspecified,1,0,161,1,200,21,patches_184
inclusion,Unspecified,0,0,84,62,110,99,patches_184
inclusion,Unspecified,1,0,92,185,121,200,patches_184
inclusion,Unspecified,0,1,127,93,137,144,patches_184
patches,Unspecified,1,0,1,97,28,152,patches_184
pitted_surface,Unspecified,1,0,63,1,200,198,pitted_surface_253
pitted_surface,Unspecified,1,1,1,1,62,198,pitted_surface_253
patches,Unspecified,1,0,20,1,80,198,patches_176
patches,Unspecified,1,0,149,1,199,53,patches_176
inclusion,Unspecified,0,0,2,17,23,40,patches_176
inclusion,Unspecified,1,0,1,107,24,172,patches_176
inclusion,Unspecified,0,0,162,4,182,22,patches_176
rolled-in_scale,Unspecified,0,0,58,24,139,162,rolled-in_scale_240
crazing,Unspecified,0,0,29,120,166,176,crazing_239
crazing,Unspecified,1,0,53,1,200,82,crazing_239
crazing,Unspecified,0,0,33,36,181,100,crazing_239
crazing,Unspecified,1,0,1,72,194,132,crazing_239
scratches,Unspecified,0,0,34,91,53,192,scratches_75
scratches,Unspecified,0,0,66,37,79,184,scratches_75
scratches,Unspecified,0,0,130,8,141,186,scratches_75
patches,Unspecified,0,0,97,32,162,142,patches_239
patches,Unspecified,0,0,20,118,72,153,patches_239
scratches,Unspecified,0,0,2,157,180,171,scratches_246
patches,Unspecified,0,0,60,59,124,139,patches_51
pitted_surface,Unspecified,0,0,1,1,145,191,pitted_surface_92
crazing,Unspecified,0,0,47,99,191,189,crazing_198
crazing,Unspecified,1,0,1,48,85,145,crazing_198
crazing,Unspecified,1,0,71,1,200,42,crazing_198
crazing,Unspecified,1,0,49,3,200,71,crazing_277
crazing,Unspecified,0,0,2,95,87,187,crazing_277
rolled-in_scale,Unspecified,0,0,31,26,123,193,rolled-in_scale_174
patches,Unspecified,0,0,16,101,70,135,patches_36
patches,Unspecified,0,0,109,5,164,199,patches_36
scratches,Unspecified,1,0,84,1,95,199,scratches_116
scratches,Unspecified,1,0,104,1,131,199,scratches_116
crazing,Unspecified,0,0,64,3,161,80,crazing_157
crazing,Unspecified,0,0,48,87,166,157,crazing_157
inclusion,Unspecified,1,0,18,1,71,198,inclusion_122
inclusion,Unspecified,0,0,110,75,139,199,inclusion_122
inclusion,Unspecified,1,0,134,1,158,95,inclusion_122
inclusion,Unspecified,1,0,166,1,179,26,inclusion_122
pitted_surface,Unspecified,0,0,2,1,95,199,pitted_surface_83
pitted_surface,Unspecified,0,0,102,1,199,200,pitted_surface_83
patches,Unspecified,0,0,1,52,34,118,patches_180
patches,Unspecified,0,0,62,13,109,131,patches_180
patches,Unspecified,0,0,112,1,154,48,patches_180
crazing,Unspecified,0,0,3,30,145,167,crazing_29
scratches,Unspecified,1,0,15,113,31,200,scratches_151
scratches,Unspecified,1,0,97,1,124,199,scratches_151
pitted_surface,Unspecified,0,0,1,1,54,189,pitted_surface_114
pitted_surface,Unspecified,0,0,78,1,119,197,pitted_surface_114
pitted_surface,Unspecified,0,0,123,1,197,75,pitted_surface_114
patches,Unspecified,0,0,60,1,133,88,patches_29
patches,Unspecified,0,0,71,100,131,179,patches_29
patches,Unspecified,0,0,1,1,49,104,patches_29
inclusion,Unspecified,1,0,31,1,42,25,inclusion_128
inclusion,Unspecified,0,0,68,43,117,173,inclusion_128
inclusion,Unspecified,0,0,96,40,114,80,inclusion_128
rolled-in_scale,Unspecified,0,0,71,36,141,119,rolled-in_scale_195
rolled-in_scale,Unspecified,0,0,29,91,175,199,rolled-in_scale_184
rolled-in_scale,Unspecified,1,0,9,1,95,107,rolled-in_scale_184
rolled-in_scale,Unspecified,1,0,120,1,154,54,rolled-in_scale_184
rolled-in_scale,Unspecified,0,0,88,34,147,135,rolled-in_scale_129
patches,Unspecified,0,0,10,117,67,175,patches_273
patches,Unspecified,0,0,13,50,53,95,patches_273
patches,Unspecified,1,0,123,1,187,185,patches_273
rolled-in_scale,Unspecified,0,0,49,89,136,193,rolled-in_scale_149
rolled-in_scale,Unspecified,0,0,160,66,192,175,rolled-in_scale_149
rolled-in_scale,Unspecified,1,0,97,1,137,44,rolled-in_scale_149
pitted_surface,Unspecified,1,0,1,1,125,198,pitted_surface_175
pitted_surface,Unspecified,1,0,132,1,200,195,pitted_surface_175
patches,Unspecified,1,0,122,152,163,200,pitted_surface_175
crazing,Unspecified,0,0,15,34,156,144,crazing_193
pitted_surface,Unspecified,0,0,2,2,198,197,pitted_surface_21
crazing,Unspecified,0,0,2,52,179,152,crazing_248
crazing,Unspecified,1,0,77,23,200,83,crazing_248
crazing,Unspecified,0,0,18,127,197,192,crazing_248
rolled-in_scale,Unspecified,0,0,56,94,109,192,rolled-in_scale_16
rolled-in_scale,Unspecified,0,0,157,66,183,94,rolled-in_scale_16
pitted_surface,Unspecified,0,0,62,21,177,188,pitted_surface_131
rolled-in_scale,Unspecified,0,0,94,4,168,88,rolled-in_scale_211
rolled-in_scale,Unspecified,0,0,117,97,164,198,rolled-in_scale_211
pitted_surface,Unspecified,0,0,1,13,198,190,pitted_surface_177
pitted_surface,Unspecified,0,0,162,76,198,147,pitted_surface_233
pitted_surface,Unspecified,0,0,67,7,142,183,pitted_surface_233
crazing,Unspecified,0,0,77,9,152,138,crazing_161
inclusion,Unspecified,0,0,132,29,163,195,inclusion_259
rolled-in_scale,Unspecified,1,0,1,3,102,69,rolled-in_scale_66
rolled-in_scale,Unspecified,1,0,1,88,70,145,rolled-in_scale_66
pitted_surface,Unspecified,1,0,49,1,198,195,pitted_surface_284
pitted_surface,Unspecified,0,0,2,23,57,198,pitted_surface_284
pitted_surface,Unspecified,1,0,19,1,185,179,pitted_surface_213
pitted_surface,Unspecified,1,0,1,19,81,199,pitted_surface_213
crazing,Unspecified,1,0,7,1,194,57,crazing_291
crazing,Unspecified,1,0,1,48,160,120,crazing_291
crazing,Unspecified,1,0,1,81,181,151,crazing_291
scratches,Unspecified,1,0,97,1,130,199,scratches_52
rolled-in_scale,Unspecified,0,0,63,59,193,171,rolled-in_scale_182
inclusion,Unspecified,1,0,55,1,77,62,inclusion_149
inclusion,Unspecified,0,0,79,119,99,158,inclusion_149
crazing,Unspecified,0,0,27,31,195,138,crazing_268
crazing,Unspecified,0,0,86,10,197,76,crazing_268
crazing,Unspecified,1,0,1,120,155,189,crazing_268
patches,Unspecified,1,0,99,1,181,200,patches_222
patches,Unspecified,1,0,61,125,110,200,patches_222
patches,Unspecified,0,0,60,91,96,129,patches_222
patches,Unspecified,0,0,83,79,129,139,patches_63
inclusion,Unspecified,1,0,24,1,45,67,inclusion_265
inclusion,Unspecified,0,0,23,75,44,117,inclusion_265
inclusion,Unspecified,1,0,136,1,176,198,inclusion_265
inclusion,Unspecified,0,1,29,130,44,156,inclusion_265
patches,Unspecified,0,0,34,75,78,177,patches_168
patches,Unspecified,0,0,121,90,178,156,patches_168
patches,Unspecified,1,0,133,1,200,62,patches_168
inclusion,Unspecified,1,0,1,108,30,149,patches_168
inclusion,Unspecified,0,0,79,54,104,74,patches_168
inclusion,Unspecified,0,0,149,138,196,169,patches_168
inclusion,Unspecified,1,0,161,78,200,112,patches_168
inclusion,Unspecified,0,0,142,130,159,170,inclusion_142
inclusion,Unspecified,0,0,56,34,70,56,inclusion_142
inclusion,Unspecified,0,0,111,38,136,154,inclusion_204
inclusion,Unspecified,0,0,18,174,38,198,inclusion_204
crazing,Unspecified,1,0,5,98,200,181,crazing_95
crazing,Unspecified,1,0,1,11,156,83,crazing_95
scratches,Unspecified,0,0,32,15,47,43,scratches_14
scratches,Unspecified,0,0,111,58,142,153,scratches_14
patches,Unspecified,0,0,145,39,193,82,patches_246
patches,Unspecified,1,0,4,1,60,172,patches_246
patches,Unspecified,0,0,158,95,199,142,patches_246
patches,Unspecified,0,0,100,128,163,170,patches_246
patches,Unspecified,0,0,30,33,95,98,patches_246
pitted_surface,Unspecified,1,0,1,1,179,195,pitted_surface_291
patches,Unspecified,1,0,170,1,198,66,pitted_surface_291
patches,Unspecified,0,0,2,52,53,151,patches_269
patches,Unspecified,0,0,115,40,159,174,patches_269
patches,Unspecified,1,0,115,169,158,200,patches_269
patches,Unspecified,1,0,1,73,21,132,patches_100
patches,Unspecified,1,0,109,1,160,111,patches_100
patches,Unspecified,0,0,120,117,163,186,patches_100
patches,Unspecified,0,0,75,51,133,145,patches_97
patches,Unspecified,0,0,90,146,130,193,patches_97
pitted_surface,Unspecified,0,0,57,1,199,199,pitted_surface_188
scratches,Unspecified,1,0,1,111,195,139,scratches_262
scratches,Unspecified,1,1,1,159,177,173,scratches_262
patches,Unspecified,1,0,13,6,90,200,patches_6
patches,Unspecified,0,0,84,33,197,160,patches_6
rolled-in_scale,Unspecified,0,0,115,95,180,197,rolled-in_scale_260
rolled-in_scale,Unspecified,1,0,1,30,112,121,rolled-in_scale_260
rolled-in_scale,Unspecified,1,0,92,1,187,77,rolled-in_scale_260
scratches,Unspecified,1,0,24,1,56,199,scratches_166
scratches,Unspecified,1,0,75,1,94,199,scratches_166
scratches,Unspecified,0,0,160,107,171,198,scratches_166
scratches,Unspecified,1,0,180,1,193,99,scratches_166
pitted_surface,Unspecified,1,0,1,1,120,193,pitted_surface_276
patches,Unspecified,0,0,95,124,171,199,pitted_surface_276
patches,Unspecified,1,0,118,1,183,74,pitted_surface_276
inclusion,Unspecified,1,0,53,1,87,96,inclusion_82
inclusion,Unspecified,0,0,35,133,66,199,inclusion_82
patches,Unspecified,0,0,80,11,189,143,patches_26
patches,Unspecified,0,0,136,153,185,195,patches_26
patches,Unspecified,0,0,1,132,51,200,patches_26
patches,Unspecified,0,0,2,3,70,129,patches_26
patches,Unspecified,1,0,39,1,102,132,patches_167
patches,Unspecified,1,0,108,1,165,115,patches_167
patches,Unspecified,1,0,168,1,200,85,patches_167
inclusion,Unspecified,1,0,176,154,200,180,patches_167
inclusion,Unspecified,0,0,149,126,170,145,patches_167
patches,Unspecified,1,0,61,1,97,28,patches_216
patches,Unspecified,1,0,113,1,168,67,patches_216
patches,Unspecified,0,0,22,96,167,164,patches_216
patches,Unspecified,0,0,118,168,158,199,patches_216
patches,Unspecified,0,0,14,122,62,199,patches_216
patches,Unspecified,1,0,177,1,200,30,patches_216
rolled-in_scale,Unspecified,0,0,121,119,168,199,rolled-in_scale_44
